nom,prenom,dateNaissance,numeroLicence,sexe,club,pointsSimple,pointsDouble,pointsMixte
BLANC,Antoine,2008-06-24,5669097,HOMME,Bad Basque,433,400,480
GIRARD,Marie,1970-11-07,9812666,FEMME,Shuttle Toulouse,701,,624
FOURNIER,Tuan,2013-06-10,5115808,HOMME,ACBB Boulogne,425,400,400
MICHEL,Aïcha,1963-04-22,8846505,FEMME,Bad Nîmes,472,483,400
ROUSSEAU,Mélanie,1960-04-08,3165356,FEMME,BC Sélestat,951,815,860
SCHULZ,Julien,2015-12-08,8840976,HOMME,Shuttle Nancy,,,
THOMAS,Elisa,1966-07-25,6195212,FEMME,Bad Basque,775,655,600
NGUYEN,Pauline,2012-12-15,6313822,FEMME,BC Lille,463,400,400
SIMON,Christophe,1992-12-04,6230705,HOMME,Levallois SC,955,845,959
GIRARD,Steven,1967-10-21,7236341,HOMME,BC Valenciennes,587,551,581
PIRES,Nanami,1989-07-04,5024274,FEMME,BC Paris 15,605,521,443
FAURE,Jacques,2000-10-15,4451566,HOMME,BC Sélestat,1323,1303,1201
BUI,Isabelle,2008-12-23,9285107,FEMME,CSMT Versailles,500,422,547
DUPUIS,Julie,2004-03-26,7636360,FEMME,Chartreuse Badminton,704,754,644
PEREIRA,Nadia,1956-03-07,3559706,FEMME,BC Charleville,650,589,606
MAILLOT,Yasmine,1986-08-16,5997287,FEMME,Bad Dijon,526,412,536
THOMAS,Sophie,1987-11-17,4112922,FEMME,BC Pau,1364,1236,1259
CARVALHO,Yasmine,2004-01-20,1923997,FEMME,BC Limoges,1359,1447,1191
MULLER,Alain,1974-09-08,4436740,HOMME,Picardie Bad,978,1053,1027
BARBIER,Louis,1995-04-06,8207805,HOMME,CSMT Versailles,,,
BERTRAND,Noémie,1999-09-15,7499169,FEMME,BC Limoges,1983,,1997
POULAIN,Philippe,2015-11-10,8254446,HOMME,Bad Saint-Étienne,402,400,431
WEBER,Elisa,2011-09-14,1675365,FEMME,BC Strasbourg,409,400,400
BERNARD,Tom,2004-04-01,5281844,HOMME,BC Sète,524,594,601
LEFEBVRE,Héloïse,1978-03-22,4942146,FEMME,PACA Badminton,947,915,823
ROUSSEAU,Sandrine,1965-09-04,5553486,FEMME,BC Paris 15,741,631,575
COTE,Huong,1987-07-16,3425044,FEMME,Centre-Val Bad,527,472,430
ROUSSEL,Maxime,1979-12-18,8692197,HOMME,Bad Ain,1185,1276,1190
GUICHARD,Lisa,1973-08-03,7712950,FEMME,Bad Indre,942,1009,742
DUPUIS,Minh,1982-01-28,8738745,HOMME,Grand Est Badminton,629,504,678
SCHNEIDER,Juliette,1983-06-19,4764808,FEMME,Grand Est Badminton,481,468,412
FOURNIER,Rin,1980-07-10,8471456,FEMME,ASPTT Bordeaux,1295,1212,1278
MARCHAND,Margot,1971-08-11,9240562,FEMME,BC Voiron,611,524,414
MEUNIER,Arthur,2012-04-21,6535795,HOMME,Centre-Val Bad,535,590,415
HOANG,Alexis,2007-10-20,3886103,HOMME,BC Montpellier,754,660,822
SANTOS,André,1991-04-14,6243683,HOMME,BC Paris 15,1767,1808,1847
NICOLAS,Zoé,1997-11-20,4281797,FEMME,BC Reims,1046,928,1057
ROUX,Laëtitia,1969-01-12,4706430,FEMME,ASPTT Bordeaux,1212,1259,1086
BRUN,Florence,1983-07-28,7097414,FEMME,BC Charleville,664,729,521
MARTIN,Lilou,1992-11-14,3019371,FEMME,BC Nantes Ouest,1800,1741,1748
AUBERT,Vinh,1961-03-30,9648808,HOMME,BC Le Mans,527,600,563
ANDRE,Clara,2012-11-12,9900483,FEMME,BC Grenoble,491,443,400
RENARD,Quentin,1965-04-06,9822987,HOMME,Bad Club Bordeaux,1023,1085,1047
GAGNON,Emma,1962-10-10,1737716,FEMME,Bad Finistère,,,
THOMAS,Elisa,2006-03-31,3408395,FEMME,Racing Club Paris,1462,1349,1434
COTE,Khoa,1990-01-28,9229836,HOMME,BC Quimper,679,761,572
HOANG,Isabelle,1965-07-29,7648944,FEMME,BCMS Montpellier,685,676,
PETIT,Pascal,2008-09-01,9491135,HOMME,BC Vichy,800,842,851
BECKER,Yann,2003-12-16,7849308,HOMME,BC Tours,1683,1695,1559
ADAM,Thibaut,2008-12-21,9168044,HOMME,BC Sélestat,,,
MARCHAND,Lola,1958-05-19,6124193,FEMME,BC Paris 15,,,
GUICHARD,Victoire,1997-07-25,1069767,FEMME,Shuttle Club Lyon,1528,,1411
TRAN,Hieu,1987-11-03,1078278,HOMME,Shuttle Toulouse,1252,1197,1154
CARVALHO,Quentin,1988-12-31,4415979,HOMME,BC Quimper,903,764,808
BOUCHARD,Michel,2006-12-10,1015865,HOMME,BC Besançon,1302,1393,1331
SANTOS,Hoa,1995-09-01,1311738,FEMME,BC Voiron,1903,1862,1889
PETIT,Amina,2010-11-07,8044223,FEMME,Bad Club Rennes,612,536,675
KLEIN,Thuy,1982-02-26,3569211,FEMME,Shuttle Villeurbanne,710,587,625
WEBER,Fatima,2002-09-27,4876657,FEMME,BC Tours Nord,1320,1313,1305
RICHARD,Erwan,2008-01-08,1642597,HOMME,Shuttle Reims,613,665,619
GAGNON,Elisa,1995-12-17,1440173,FEMME,Bad Ain,948,985,956
BONNET,Sylvie,1965-04-25,1654167,FEMME,BC Limoges,500,465,400
ADAM,Hugo,2003-06-16,9025733,HOMME,BC Nantes Ouest,1221,1304,1300
NGUYEN,Stéphane,2007-06-10,1902651,HOMME,Shuttle Club Lyon,810,859,836
SANTOS,Tuan,1972-06-14,9229263,HOMME,Alsace Badminton,1202,1264,1038
MORIN,Mathieu,1991-09-18,4562769,HOMME,Bad Club Seine,1150,1082,1132
FERNANDEZ,Alexandre,1989-08-29,9076599,HOMME,Shuttle Villeurbanne,803,835,856
CARPENTIER,Alice,2011-10-11,2171577,FEMME,BC Orléans,420,400,400
RENARD,Raphaël,1976-09-30,9646450,HOMME,BC Tours,703,558,520
HOFFMANN,Quentin,1988-10-01,7620630,HOMME,BC Marseille,1427,1382,1440
BERTRAND,Hieu,1995-08-05,5128617,HOMME,BC Limoges,1006,1046,1080
BRUN,Virginie,2014-09-25,4014332,FEMME,Bad Nîmes,468,400,540
ROYER,Marine,2016-02-21,1168327,FEMME,Bad Cambrai,426,441,400
LEGROS,Nanami,2016-11-15,9262997,FEMME,Alsace Badminton,444,400,400
BARREAU,Nina,1992-02-12,3881735,FEMME,Bad Indre,1403,1343,1351
LEFEVRE,Céline,1976-07-01,8452585,FEMME,BC Besançon,711,708,618
PETIT,Philippe,1967-09-17,5806467,HOMME,BC Amboise,1169,1198,1243
WEBER,Luna,1975-04-22,6075169,FEMME,BC Bayonne,744,603,558
BERNARD,Philippe,1987-05-06,7437078,HOMME,Alsace Badminton,1586,1557,1584
DURAND,Nolan,1966-10-01,9514417,HOMME,BC Paris 15,1163,1227,997
JACOBS,André,1993-08-30,2010084,HOMME,Badminton Nantes,1736,1772,1779
BARBIER,Lola,1998-08-20,2773017,FEMME,BC Fréjus,1967,1866,1841
FERNANDEZ,Ambre,1993-01-06,6198692,FEMME,Chartreuse Badminton,1813,1894,1708
MASSON,Sienna,1985-08-29,2983126,FEMME,CS Lunel,,,
RENAUD,Chloé,2013-08-09,1713315,FEMME,Bad Amiens,,,
LECONTE,Arnaud,2013-02-14,9289146,HOMME,BC Sète,,,
ROBERT,Loïc,2005-06-27,8277187,HOMME,BC Limoges,895,835,
PERRIN,Yuki,1991-09-04,4601768,FEMME,Shuttle Grenoble,1541,1637,1424
COLIN,Laurent,1981-07-01,7480894,HOMME,Rhône-Alpes Bad,1300,1202,1228
VASSEUR,Romane,1990-11-26,6891782,FEMME,Bad Var,789,884,756
MASSON,Yumi,2011-06-17,9785514,FEMME,BC Tours Nord,505,511,400
BUI,Nathalie,1992-11-08,6567096,FEMME,Bad Indre,635,630,460
MANSOURI,Mathieu,1997-12-08,6862376,HOMME,BC Thiers,777,778,665
HENRY,Lisa,1979-10-09,3319495,FEMME,BC Limoges,762,762,612
BARREAU,Alice,1996-01-02,8226586,FEMME,BC Pau,1006,895,896
SOUSA,Lucie,1965-07-09,5266267,FEMME,Bad Cambrai,594,558,440
ANDRE,Yann,1980-09-19,6588986,HOMME,BC Mulhouse,893,847,925
SCHULZ,Yasmine,1977-05-02,9641371,FEMME,Colmar Bad,1042,949,890
PHAM,Adrien,2003-09-18,8929160,HOMME,Rhône-Alpes Bad,2170,2066,2001
DINH,Bryan,1989-10-11,4943509,HOMME,BC Limoges,1140,1150,1175
PHAM,Leila,1984-09-01,6108345,FEMME,Nouvelle-Aquitaine Bad,1287,1259,1121
DUMAS,Nicolas,1976-03-19,1086278,HOMME,BC Vichy,,,
POULAIN,Clara,2005-04-02,9450813,FEMME,BC Quimper,1245,1205,1161
LAMBERT,Pauline,2009-04-06,3722426,FEMME,Shuttle Nancy,600,548,595
THOMAS,Dina,1987-03-18,5000388,FEMME,Shuttle Nancy,584,632,
CHARRIER,Zahra,1972-05-10,8349332,FEMME,Shuttle Toulouse,453,413,485
LEFEVRE,Bruno,1994-12-18,9795433,HOMME,BC Quimper,807,,828
CARON,Guillaume,1995-10-19,3902261,HOMME,BC Marseille,1080,1112,1028
VASSEUR,Raphaël,1956-03-07,7282720,HOMME,Île-de-France Badminton,1014,1008,1054
FERNANDEZ,Lisa,1989-07-17,6335652,FEMME,BC Rouen Nord,1340,1326,1211
MASSON,Sara,1998-09-06,9580111,FEMME,Picardie Bad,801,715,719
TRAN,Tanguy,1998-03-21,4079134,HOMME,BC Strasbourg,1468,1502,1509
ROUSSEL,Dylan,1994-12-25,4423177,HOMME,BC Tours,1671,1749,1481
MASSON,Antoine,1956-07-18,6880901,HOMME,BC Rouen Nord,1173,1111,1241
PIRES,Emmanuel,1974-03-12,3026133,HOMME,BC Caen Maritime,,,
BERTRAND,Charlotte,1995-07-17,2371280,FEMME,BC Mulhouse,705,,620
ROUSSEL,Rémi,1976-05-14,2334324,HOMME,BC Montpellier,,,
TRAN,Virginie,2010-08-13,3239535,FEMME,Bad Club Bordeaux,520,612,400
ROUSSEL,Tom,1994-01-13,6187985,HOMME,BC Bayonne,1829,1782,1675
HENRY,Kevin,1959-04-29,8033329,HOMME,Bad Cambrai,1185,1267,1069
CHARRIER,Renaud,1984-09-18,8192983,HOMME,BC Mulhouse,809,824,769
PIRES,Frédéric,1969-02-22,4094594,HOMME,Normandie Badminton,520,558,
FOURNIER,Simon,1965-10-14,7178860,HOMME,Hauts-de-France Bad,1117,1177,1006
GIRARD,Jean,1997-12-12,8608923,HOMME,Bad Club Seine,1156,1156,1005
LAMBERT,Bruno,2015-09-21,3999502,HOMME,Bad Club Rennes,401,400,400
BONNET,Nanami,1985-11-05,8191998,FEMME,Pays de Loire Bad,1564,1599,1633
RICHARD,Hieu,1985-11-26,3391953,HOMME,Shuttle Club Lyon,1099,1063,1014
VINCENT,Clara,2012-08-09,6695808,FEMME,BC Reims,528,400,529
MARTIN,Juliette,2008-11-28,5199849,FEMME,BC Lille,,,
SCHULZ,Erwan,1989-09-17,8981554,HOMME,Anjou Badminton,1122,1030,1036
COTE,Pierre,1974-08-30,4000017,HOMME,BC Quimper,,,
HOANG,Lola,2012-06-30,7218841,FEMME,Colmar Bad,405,400,411
DINH,Zoé,1987-03-14,8715606,FEMME,Bad Indre,1080,1176,1108
PREVOT,Jean,1996-10-03,5913595,HOMME,BC Lorient,1088,999,1006
DUPONT,Florian,1956-10-14,2477381,HOMME,Racing Club Paris,969,953,1042
MARTINEZ,Victor,2009-08-23,7017758,HOMME,Bad Indre,526,514,589
TREMBLAY,Huong,1967-07-08,8723227,FEMME,ASPTT Bordeaux,1256,1237,
TREMBLAY,Valentin,2008-11-18,4492872,HOMME,Shuttle Toulouse,522,400,400
GARNIER,Rémi,2005-08-13,3638907,HOMME,Bad Riom,1571,1540,1441
RENAUD,Tom,2000-07-01,3981279,HOMME,BC Chartres,1358,1284,1423
MEUNIER,Ethan,2000-10-08,5064562,HOMME,BC Limoges,800,754,830
BRANDT,Dylan,1977-08-05,6281272,HOMME,Bad Riom,1020,1092,948
LAMBERT,Gilles,2015-05-21,5296992,HOMME,BC Rouen Nord,434,400,511
GARNIER,Valentin,1987-01-04,6237747,HOMME,BC Caen,905,807,710
MEYER,Florian,1977-07-30,9196386,HOMME,Chartreuse Badminton,617,689,531
PHAM,Tanguy,1960-05-27,2639349,HOMME,PACA Badminton,891,776,833
DUPUIS,Assia,2000-02-25,9634847,FEMME,Bad Nîmes,2131,1990,2005
BOUCHARD,Théo,1986-02-27,7101223,HOMME,BC Tours Nord,1526,1418,
CHEVALIER,Laura,2009-12-16,9976440,FEMME,Bad Nîmes,671,547,665
VINCENT,Paul,1984-01-02,9264681,HOMME,Bad Nîmes,565,510,584
CLEMENT,Nanami,2013-06-21,8739120,FEMME,BC Besançon,486,484,400
PELLETIER,Célia,1972-02-01,6783347,FEMME,BC Amboise,1141,1080,1028
BERTRAND,Charlotte,1959-06-02,9211880,FEMME,Bad Club Rennes,866,887,731
PEREIRA,Saki,1980-06-25,8445119,FEMME,Bad Hérault,1126,1041,1105
MORIN,Sylvie,1995-12-03,8962034,FEMME,Bad Nîmes,1004,979,872
FONTAINE,Ronan,1981-05-22,8901410,HOMME,BC Montpellier,611,468,427
DURAND,Marie,1995-03-13,1037527,FEMME,BC Fréjus,855,850,781
PEREIRA,Khoa,2014-05-29,9268403,HOMME,BC Fréjus,438,400,400
BOURGEOIS,Jérôme,2010-09-26,7049927,HOMME,BC Lille,669,648,668
ROUSSEAU,Héloïse,1989-09-30,2068745,FEMME,ESM Vendôme,1517,1563,1457
LE,Mélanie,1973-07-11,1281452,FEMME,BC Nantes Ouest,1097,989,1015
WAGNER,Léa,2004-08-24,1051692,FEMME,BC Quimper,2186,2195,2026
SCHNEIDER,Dylan,2005-09-17,9279729,HOMME,Nouvelle-Aquitaine Bad,1929,1880,1851
LEGRAND,Loïc,2015-10-13,8767297,HOMME,BC Lorient,,,
PETIT,Luc,2007-06-23,5595109,HOMME,BC Vichy,757,842,822
BRUN,Stéphane,1998-09-25,4041965,HOMME,BC Voiron,968,1040,903
ROUSSEAU,Laurent,2014-04-29,7547791,HOMME,Shuttle Villeurbanne,496,400,412
DINH,Céline,1987-08-13,9947825,FEMME,Alsace Badminton,,,
MOREL,Jean,1996-01-17,6136886,HOMME,ACBB Boulogne,1983,1838,2006
PELLETIER,Tanguy,2013-12-25,4799580,HOMME,Levallois SC,445,400,400
LEGRAND,Leila,2003-03-21,2872993,FEMME,ASPTT Bordeaux,1934,1841,1979
LE,Tristan,1997-03-12,6212871,HOMME,Badminton Nice,1512,1439,1395
ROUSSEAU,Sandrine,2000-03-26,4381246,FEMME,BC Tours,1280,1334,1348
HOANG,Florian,2002-07-23,6814894,HOMME,Auvergne Bad,1556,1532,1366
ROUX,Catherine,1982-01-21,1576165,FEMME,BC Paris 15,597,569,469
DINH,Florence,2013-01-28,7820712,FEMME,Grand Est Badminton,470,,400
DUPONT,Liam,1969-05-29,2754914,HOMME,Bad Var,955,1047,877
BECKER,Antoine,1961-01-14,8966699,HOMME,Bad Saint-Étienne,870,918,877
MEYER,Christine,2013-04-23,1061384,FEMME,BC Clermont,413,400,400
DINH,Zahra,2013-05-14,1139786,FEMME,Bad Var,466,400,507
MULLER,Raphaël,1962-06-16,1745130,HOMME,BC Sète,999,1000,913
ROYER,Isabelle,1995-03-15,1713952,FEMME,BC Grenoble,1340,1248,1204
MANSOURI,Alexandre,1988-10-11,5877351,HOMME,ACBB Boulogne,1590,1659,1485
JACOBS,Gilles,1997-06-20,6638442,HOMME,BC Lille,1039,1039,872
PETIT,Duc,2007-04-06,8727399,HOMME,BC Valenciennes,518,,571
GUERIN,Amaury,2000-05-23,9556319,HOMME,BC Nantes Ouest,811,911,721
CARVALHO,Yumi,2008-01-05,5606700,FEMME,BC Quimper,453,449,400
BERNARD,Yasmine,2014-09-01,9962253,FEMME,BC Caen,489,554,518
ROYER,Axel,1964-09-18,6493104,HOMME,Bad Nîmes,1194,1050,1183
DUPUIS,Nanami,1964-10-26,6711121,FEMME,BC Rouen Nord,867,805,769
ROUX,Ethan,2017-05-26,6025211,HOMME,ASPTT Lyon,407,400,420
ROUSSEL,Thibaut,2011-10-03,6736000,HOMME,BC Tours,451,469,400
BRANDT,Loubna,2009-11-26,2807217,FEMME,Alsace Badminton,585,571,
WEBER,Cédric,2010-04-21,9486798,HOMME,BC Caen,437,400,400
VINCENT,Anne,2007-06-21,1523813,FEMME,Bad Club Seine,677,626,
LE,Yann,1977-07-08,8628527,HOMME,Bretagne Badminton,775,841,809
LOPES,Duc,2014-10-12,7189696,HOMME,Auvergne Bad,433,430,400
SCHWARZ,Adrien,1992-10-25,1987974,HOMME,Shuttle Mulhouse,1369,1332,1371
CLEMENT,Yasmine,2000-12-22,2332825,FEMME,BC Douai,1365,1223,1298
COSTA,Renaud,1992-06-16,4113727,HOMME,BC Paris 15,1390,1488,1296
BARREAU,Gilles,1986-11-12,5220196,HOMME,Racing Club Paris,1125,1025,1011
MARCHAND,Elisa,1960-06-07,9436939,FEMME,BC Douai,1065,935,1145
PERRIN,Cédric,2009-02-17,9143629,HOMME,ASPTT Lyon,471,460,423
FRANCOIS,Julien,2013-11-24,3242662,HOMME,Bad Basque,,,
GAGNON,Stéphanie,1971-03-15,8181123,FEMME,BC Quimper,981,921,1046
BRANDT,Quentin,1996-01-01,1434732,HOMME,Bad Toulon,1700,1599,1505
BOURGEOIS,Léa,2010-01-02,1446180,FEMME,Alsace Badminton,488,400,400
CHEVALIER,Cédric,2005-09-06,5693994,HOMME,BC Montpellier,866,849,773
CLEMENT,Julie,2007-07-09,2667844,FEMME,BC Besançon,652,531,472
ROUSSEAU,Alice,2014-08-21,5920335,FEMME,BC Chartres,418,430,400
SCHWARZ,Yann,2003-12-09,6600524,HOMME,Auvergne Bad,,,
VALENTIN,Bertrand,1998-10-17,3438070,HOMME,BC Besançon,858,725,823
BLANC,Cédric,1997-08-23,8529937,HOMME,Bad Amiens,1304,1226,1193
CHEVALIER,Lilou,1976-09-23,5625751,FEMME,Bretagne Badminton,912,860,818
LE,Axel,2000-08-29,3697589,HOMME,PACA Badminton,647,569,469
TRAN,Dylan,1957-05-14,2740089,HOMME,Bad Ardennes,950,995,810
HENRY,Pierre,1961-06-03,1084021,HOMME,Badminton Nice,1298,1260,1289
SCHULZ,Christine,1994-12-21,4736469,FEMME,Bad Brest,1515,1463,1383
PREVOT,Khoa,1997-10-29,4296204,HOMME,Bad Cambrai,896,920,784
CHARRIER,Christophe,1991-07-23,4569828,HOMME,Shuttle Reims,,,
LECONTE,Rémi,1996-12-15,7492047,HOMME,BC Voiron,1465,1356,1278
PELLETIER,Dylan,1969-01-19,2854960,HOMME,Bad Club Seine,1107,1013,1114
FRANCOIS,Tuan,1988-11-07,2932234,HOMME,BC Caen,,,
FAURE,Florence,2011-11-11,2386901,FEMME,BC Caen,491,438,571
MORIN,Mickaël,1991-09-23,9734312,HOMME,Bad Ain,1703,1695,
RENAUD,Tuan,2010-01-19,8796326,HOMME,Shuttle Reims,475,400,400
LAMBERT,Hieu,2008-04-15,7127432,HOMME,Nouvelle-Aquitaine Bad,811,828,783
DINH,Loïc,2010-07-31,8758479,HOMME,BC Mulhouse,,,
NGUYEN,Alain,2005-02-01,9591451,HOMME,Levallois SC,1347,1316,1373
DUPONT,Laura,1979-12-06,8743566,FEMME,Bad Toulon,923,979,993
CARON,Pauline,1987-01-21,1584958,FEMME,Bad Nîmes,1211,1242,1150
FOURNIER,Robin,2011-11-12,9760453,HOMME,BC Rouen Nord,532,546,590
NICOLAS,Chloé,1968-02-06,4319780,FEMME,US Créteil Bad,806,711,840
ROUX,Adrien,1986-03-02,1442743,HOMME,BC Fréjus,931,,873
AUBERT,Maxime,1989-06-08,3644491,HOMME,Hauts-de-France Bad,1453,1323,1364
NGUYEN,Héloïse,1986-07-24,1115087,FEMME,Shuttle Club Lyon,,,
BENALI,Nicolas,2004-12-22,1390232,HOMME,PUC Badminton,1968,1988,1830
PICARD,Mélanie,2006-08-31,7549426,FEMME,Bad Riom,1828,1764,1722
MEYER,Alexandre,1987-03-05,9692311,HOMME,Shuttle Reims,1102,1133,1167
COSTA,Clémence,1980-05-19,5937142,FEMME,BC Marseille,876,779,877
GAUTHIER,Léonie,2008-02-06,4520099,FEMME,BC Sète,526,476,400
MANSOURI,Pauline,1989-05-08,3719366,FEMME,Bad Indre,,,
LACOMBE,Vincent,1983-05-04,3257646,HOMME,Bad Indre,1304,1248,1202
MICHEL,Vincent,1993-04-21,6920597,HOMME,Shuttle Toulouse,603,668,643
MICHEL,Alice,1957-10-10,1650707,FEMME,Normandie Badminton,1175,1147,1006
THOMAS,Sophie,1996-11-10,7258302,FEMME,CSMT Versailles,505,603,413
MARCHAND,Chloé,1984-07-06,5331176,FEMME,Nouvelle-Aquitaine Bad,865,904,826
HOFFMANN,Loïc,1992-03-28,7100049,HOMME,BC Charleville,553,410,559
LAMBERT,Vinh,1993-02-22,1151753,HOMME,BC Bourg,903,792,817
GIRARD,Baptiste,1987-09-06,9051249,HOMME,BC Bourg,1025,1070,918
FERRY,Erwan,1975-03-14,1784068,HOMME,Bad Dijon,684,,484
LAURENT,Clémence,1968-09-06,6556334,FEMME,BC Charleville,806,714,714
MARTINEZ,Anne,1997-12-07,7054621,FEMME,Bad Var,1494,1397,1315
MEUNIER,Amandine,1989-02-22,1206168,FEMME,Bad Var,618,699,678
DO,Baptiste,2009-12-01,9277615,HOMME,CS Lunel,514,529,516
PERRIN,Isabelle,2008-05-19,3540709,FEMME,BC Strasbourg,768,823,720
BARREAU,Victor,1990-05-10,7724816,HOMME,Shuttle Angers,1913,1773,1959
DURAND,Marie,2004-10-06,1974641,FEMME,BC Rouen,2141,2054,2033
DUPUIS,Tuan,2015-08-13,1564157,HOMME,Levallois SC,416,400,400
SANTOS,Huong,2011-08-14,3242498,FEMME,Alsace Badminton,466,400,400
PICARD,André,1996-07-17,9049770,HOMME,Racing Club Paris,599,675,495
CLEMENT,Guillaume,1991-05-11,6181378,HOMME,BC Besançon,1752,1835,1792
CARON,Alice,2001-06-18,3272381,FEMME,BC Paris 15,1959,1915,1798
LEGRAND,Cédric,2001-05-26,9945677,HOMME,Bad Finistère,950,986,940
COLIN,Aiko,1991-12-07,1727134,FEMME,Bad Toulon,1012,1058,918
GAUTHIER,Michel,1956-03-14,7839304,HOMME,BC Strasbourg,992,976,843
ROYER,Arnaud,1957-07-01,4308799,HOMME,BC Grenoble,1012,1037,995
MICHEL,Paul,2013-10-25,4482787,HOMME,BC Nantes Ouest,424,400,450
RENAUD,Huong,1961-10-20,8174725,FEMME,Bad Cambrai,1194,,1188
GUERIN,Claire,1995-11-11,9073349,FEMME,BC Chartres,808,700,655
FAURE,Assia,2015-08-31,7893947,FEMME,Bad Cambrai,432,400,434
NICOLAS,Akane,1999-02-22,9173465,FEMME,BC Grenoble,1970,2051,1771
SILVA,Amaury,2003-08-20,1182174,HOMME,Bad Basque,1302,1282,1254
DINH,Simon,1984-04-30,4326073,HOMME,BC Nantes Ouest,743,768,583
MATHIEU,Frédéric,1990-10-31,5684892,HOMME,Picardie Bad,798,867,814
LEGRAND,Isabelle,1957-01-12,2333224,FEMME,BC Thiers,584,587,490
ANDRE,Aïcha,2009-10-09,6321665,FEMME,Shuttle Nancy,478,565,458
BENALI,Alice,1997-03-03,1944878,FEMME,BC Sélestat,688,764,649
LEGRAND,Alice,1980-02-28,9097458,FEMME,Bad Toulon,1052,1101,1114
MEYER,Gilles,2018-11-12,4898661,HOMME,Shuttle Toulouse,427,457,480
RICHARD,Bertrand,1999-03-25,8673707,HOMME,Bad Riom,1393,1288,1298
RENARD,Christophe,2017-01-17,9459266,HOMME,ACBB Boulogne,450,400,400
FOURNIER,Saki,1958-10-05,9402694,FEMME,Bad Saint-Étienne,638,573,478
SIMON,Léo,2005-03-23,3780888,HOMME,Shuttle Angers,778,678,620
LEGROS,Guillaume,2008-11-28,8161740,HOMME,BC Paris 15,,,
BECKER,Laura,1991-10-06,2891460,FEMME,Hauts-de-France Bad,1138,1216,1150
ANDRE,Sienna,1977-04-07,4298667,FEMME,Grand Est Badminton,910,810,829
RICHTER,Duc,2005-08-23,6675810,HOMME,Shuttle Toulouse,516,454,400
LEFEBVRE,Aïcha,1988-05-25,4447304,FEMME,Bad Basque,611,601,455
FERNANDEZ,David,2001-05-03,3592688,HOMME,BC Paris 15,1544,1628,1537
DURAND,Florence,1998-01-27,8935632,FEMME,Levallois SC,553,432,540
LEFEBVRE,Aurélie,1990-03-26,1468105,FEMME,Badminton Nice,1034,946,864
WOLFF,Corentin,2013-05-22,7070782,HOMME,CS Lunel,445,400,501
BARREAU,Laëtitia,2003-05-24,8497007,FEMME,Racing Club Paris,,,
VU,Valérie,2010-06-11,5393349,FEMME,Bad Club Rennes,,,
PETIT,Bruno,2003-03-27,1106646,HOMME,Bretagne Badminton,2123,2200,1968
GAGNON,Anaïs,2003-02-07,3194351,FEMME,BC Rouen,1670,1731,1715
BELLAMY,Vinh,2002-01-05,5606232,HOMME,Bad Dijon,1047,1105,898
PREVOT,Akane,2011-09-20,4792295,FEMME,Colmar Bad,412,511,400
DO,André,2011-08-05,2051615,HOMME,Alsace Badminton,562,576,460
ADAM,Camille,2009-02-13,3567053,FEMME,BC Valenciennes,504,400,400
COTE,Florian,1991-07-31,9464153,HOMME,Bretagne Badminton,,,
DUPONT,Dylan,2008-08-23,6178361,HOMME,BC Sète,898,856,952
HOANG,Phuong,2009-08-13,5412757,FEMME,BC Amboise,686,625,652
BRUN,Léo,2003-10-08,1537683,HOMME,Bad Club Seine,1024,1072,
FOURNIER,Ngoc,1996-09-24,6907545,FEMME,BC Fréjus,1602,1621,1523
PEREIRA,Valentin,2014-09-29,8447590,HOMME,PUC Badminton,456,465,400
BLANC,Pauline,1984-10-29,6525685,FEMME,Bad Finistère,1270,1147,1318
BRANDT,Lola,2011-03-05,7786617,FEMME,ASPTT Lyon,524,400,469
KLEIN,André,2016-12-13,6425651,HOMME,BC Montpellier,419,500,493
FOURNIER,Emmanuel,2008-05-22,7381465,HOMME,BC Cholet,709,612,592
DUPONT,Thibaut,2000-01-16,3971701,HOMME,ASPTT Lyon,,,
DAVID,Pauline,2004-04-27,5589576,FEMME,Chartreuse Badminton,982,1041,806
WOLFF,Nathalie,2009-05-11,6675074,FEMME,US Créteil Bad,423,400,455
SCHWARZ,Anh,1957-02-25,8303945,HOMME,BC Bayonne,1200,1097,1024
PELLETIER,Camille,1964-06-02,3587182,FEMME,Normandie Badminton,1204,1199,1199
ROYER,Marc,1994-07-30,2977370,HOMME,Île-de-France Badminton,1268,1180,1330
SILVA,Quoc,1995-10-15,7250889,HOMME,BC Fréjus,551,522,491
MULLER,Amandine,2004-08-07,4888503,FEMME,Shuttle Grenoble,1543,1422,1585
VALENTIN,Steven,2007-06-14,6447964,HOMME,Bad Toulon,522,546,400
FOURNIER,Luc,2006-12-14,6397117,HOMME,BC Montpellier,715,576,560
MEYER,Simon,1988-06-09,2178423,HOMME,Bad Saint-Étienne,920,981,911
BENALI,Yann,1986-09-10,5475902,HOMME,BC Voiron,654,669,655
CHEVALIER,Céline,2002-12-31,4375888,FEMME,BC Metz,2007,2032,1980
PEREIRA,Jade,2003-11-18,1780151,FEMME,BCMS Montpellier,1401,1397,1330
LACOMBE,Victoire,1967-02-02,1925278,FEMME,BC Rouen,1293,1194,1191
TRAN,Raphaël,2005-01-10,9279488,HOMME,Shuttle Toulouse,1744,1623,1736
PIRES,Denis,1957-02-19,7774314,HOMME,BC Tours Nord,1226,1078,1152
PICARD,Corentin,1970-07-12,9445944,HOMME,Shuttle Villeurbanne,999,898,839
